locus_tag	ftype	length_bp	gene	EC_number	COG	product
JJDPLKEN_17063	CDS	360				hypothetical protein
JJDPLKEN_17064	tRNA	77				tRNA-Arg(acg)
JJDPLKEN_17065	tRNA	77				tRNA-Pro(tgg)
JJDPLKEN_17066	tRNA	77				tRNA-Met(cat)
JJDPLKEN_17067	tRNA	77				tRNA-Met(cat)
JJDPLKEN_17068	tRNA	91				tRNA-Ser(tga)
JJDPLKEN_17069	tRNA	77				tRNA-Met(cat)
JJDPLKEN_17070	tRNA	76				tRNA-Phe(gaa)
JJDPLKEN_17071	CDS	1107	xerC_79			Tyrosine recombinase XerC
JJDPLKEN_17072	CDS	624				hypothetical protein
JJDPLKEN_17073	CDS	279				hypothetical protein
JJDPLKEN_17074	CDS	477				hypothetical protein
JJDPLKEN_17075	CDS	810				hypothetical protein
JJDPLKEN_17076	CDS	441				hypothetical protein
JJDPLKEN_17077	CDS	408				hypothetical protein
JJDPLKEN_17078	CDS	498				hypothetical protein
JJDPLKEN_17079	CDS	195				hypothetical protein
JJDPLKEN_17080	CDS	624				hypothetical protein
JJDPLKEN_17081	CDS	213				hypothetical protein
JJDPLKEN_17082	CDS	561				hypothetical protein
JJDPLKEN_17083	CDS	273				hypothetical protein
JJDPLKEN_17084	CDS	195				hypothetical protein
JJDPLKEN_17085	CDS	126				hypothetical protein
JJDPLKEN_17086	CDS	681				hypothetical protein
JJDPLKEN_17087	CDS	177				hypothetical protein
JJDPLKEN_17088	CDS	459				hypothetical protein
JJDPLKEN_17089	CDS	1161				hypothetical protein
JJDPLKEN_17090	CDS	549				hypothetical protein
JJDPLKEN_17091	CDS	1944				hypothetical protein
JJDPLKEN_17092	CDS	2403				hypothetical protein
JJDPLKEN_17093	CDS	288				hypothetical protein
JJDPLKEN_17094	CDS	93				hypothetical protein
JJDPLKEN_17095	CDS	1209				hypothetical protein
JJDPLKEN_17096	CDS	189				hypothetical protein
JJDPLKEN_17097	CDS	153				hypothetical protein
JJDPLKEN_17098	CDS	447				hypothetical protein
JJDPLKEN_17099	CDS	465				hypothetical protein
JJDPLKEN_17100	CDS	234				hypothetical protein
JJDPLKEN_17101	CDS	711				hypothetical protein
JJDPLKEN_17102	CDS	1368				hypothetical protein
JJDPLKEN_17103	CDS	1392				hypothetical protein
JJDPLKEN_17104	CDS	1617				hypothetical protein
JJDPLKEN_17105	CDS	267				hypothetical protein
JJDPLKEN_17106	CDS	174				hypothetical protein
JJDPLKEN_17107	CDS	522				hypothetical protein
JJDPLKEN_17108	CDS	1197				hypothetical protein
JJDPLKEN_17109	CDS	390				hypothetical protein
JJDPLKEN_17110	CDS	363				hypothetical protein
JJDPLKEN_17111	CDS	417				hypothetical protein
JJDPLKEN_17112	CDS	462				hypothetical protein
JJDPLKEN_17113	CDS	543				hypothetical protein
JJDPLKEN_17114	CDS	465				hypothetical protein
JJDPLKEN_17115	CDS	582				hypothetical protein
JJDPLKEN_17116	CDS	2367				hypothetical protein
JJDPLKEN_17117	CDS	678				hypothetical protein
JJDPLKEN_17118	CDS	1710				hypothetical protein
JJDPLKEN_17119	CDS	642				hypothetical protein
JJDPLKEN_17120	CDS	630				hypothetical protein
JJDPLKEN_17121	CDS	432				hypothetical protein
JJDPLKEN_17122	CDS	126				hypothetical protein
JJDPLKEN_17123	CDS	456				hypothetical protein
JJDPLKEN_17124	CDS	921				hypothetical protein
JJDPLKEN_17125	CDS	375				hypothetical protein
JJDPLKEN_17126	CDS	519				hypothetical protein
JJDPLKEN_17127	CDS	123				hypothetical protein
JJDPLKEN_17128	CDS	504				hypothetical protein
JJDPLKEN_17129	CDS	171				hypothetical protein
JJDPLKEN_17130	CDS	1902				hypothetical protein
JJDPLKEN_17131	CDS	606				hypothetical protein
JJDPLKEN_17132	CDS	783				hypothetical protein
JJDPLKEN_17133	CDS	198				hypothetical protein
JJDPLKEN_17134	CDS	369	ytrA_9		COG1725	HTH-type transcriptional repressor YtrA
JJDPLKEN_17135	CDS	699	ytrB_5		COG1131	ABC transporter ATP-binding protein YtrB
JJDPLKEN_17136	CDS	1188	patB_8	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
JJDPLKEN_17137	CDS	957				hypothetical protein
JJDPLKEN_17138	CDS	495				hypothetical protein
JJDPLKEN_17139	CDS	657				hypothetical protein
JJDPLKEN_17140	CDS	618	betI_4			HTH-type transcriptional regulator BetI
JJDPLKEN_17141	CDS	492				hypothetical protein
JJDPLKEN_17142	CDS	393				hypothetical protein
JJDPLKEN_17143	CDS	4347	polC_9	2.7.7.7	COG2176	DNA polymerase III PolC-type
JJDPLKEN_17144	CDS	1584	clcA_2			H(+)/Cl(-) exchange transporter ClcA
JJDPLKEN_17145	CDS	1035				hypothetical protein
JJDPLKEN_17146	CDS	432	mraZ_6			Transcriptional regulator MraZ
JJDPLKEN_17147	CDS	936	rsmH_7	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
JJDPLKEN_17148	CDS	318				hypothetical protein
JJDPLKEN_17149	CDS	2169	pbpB_2		COG0768	Penicillin-binding protein 2B
JJDPLKEN_17150	CDS	2169	pbpB_3		COG0768	Penicillin-binding protein 2B
JJDPLKEN_17151	CDS	669	graR_7		COG0745	Response regulator protein GraR
JJDPLKEN_17152	CDS	1008	sasA_55	2.7.-.-		Adaptive-response sensory-kinase SasA
JJDPLKEN_17153	CDS	750	bceA_12		COG1136	Bacitracin export ATP-binding protein BceA
JJDPLKEN_17154	CDS	1905	bceB_4		COG0577	Bacitracin export permease protein BceB
JJDPLKEN_17155	CDS	237				hypothetical protein
JJDPLKEN_17156	CDS	414				hypothetical protein
JJDPLKEN_17157	CDS	891				hypothetical protein
JJDPLKEN_17158	CDS	1920	spoVD_5		COG0768	Stage V sporulation protein D
JJDPLKEN_17159	CDS	1461	murE_6	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
JJDPLKEN_17160	CDS	963	mraY_7	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
JJDPLKEN_17161	CDS	1314	murD_6	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
JJDPLKEN_17162	CDS	873	uppP_8	3.6.1.27		Undecaprenyl-diphosphatase
JJDPLKEN_17163	CDS	453				hypothetical protein
JJDPLKEN_17164	CDS	486	bltD_3	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
JJDPLKEN_17165	CDS	714				hypothetical protein
JJDPLKEN_17166	CDS	987	trpS_4	6.1.1.2	COG0180	Tryptophan--tRNA ligase
JJDPLKEN_17167	CDS	432	spxA_2			Regulatory protein Spx
JJDPLKEN_17168	rRNA	1310				16S ribosomal RNA
JJDPLKEN_17169	rRNA	2903				23S ribosomal RNA
JJDPLKEN_17170	rRNA	68				5S ribosomal RNA (partial)
JJDPLKEN_17171	CDS	846				hypothetical protein
JJDPLKEN_17172	CDS	1506	bepA_6	3.4.-.-		Beta-barrel assembly-enhancing protease
JJDPLKEN_17173	CDS	609	yedK_3	3.4.-.-	COG2135	SOS response-associated protein YedK
JJDPLKEN_17174	CDS	726	ribX_3			Riboflavin transport system permease protein RibX
JJDPLKEN_17175	CDS	405	tmcA	2.3.1.193		tRNA(Met) cytidine acetyltransferase TmcA
JJDPLKEN_17176	CDS	615	fmnP_1		COG3601	Riboflavin transporter FmnP
JJDPLKEN_17177	CDS	393				hypothetical protein
JJDPLKEN_17178	CDS	1836	typA_6		COG1217	GTP-binding protein TypA/BipA
JJDPLKEN_17179	CDS	1314	pdaC_1	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaC
JJDPLKEN_17180	CDS	906				hypothetical protein
JJDPLKEN_17181	CDS	756				hypothetical protein
JJDPLKEN_17182	CDS	1233				hypothetical protein
JJDPLKEN_17183	CDS	1092				hypothetical protein
JJDPLKEN_17184	CDS	411				hypothetical protein
JJDPLKEN_17185	CDS	291				hypothetical protein
JJDPLKEN_17186	CDS	534	puuR_1			HTH-type transcriptional regulator PuuR
JJDPLKEN_17187	CDS	1578	btuD_50	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JJDPLKEN_17188	CDS	849	potH_2		COG1176	Putrescine transport system permease protein PotH
JJDPLKEN_17189	CDS	1896				hypothetical protein
JJDPLKEN_17190	CDS	1632				hypothetical protein
JJDPLKEN_17191	CDS	882	cysL_7		COG0583	HTH-type transcriptional regulator CysL
JJDPLKEN_17192	CDS	606				hypothetical protein
JJDPLKEN_17193	CDS	552	chrA_2			Chromate transport protein
JJDPLKEN_17194	CDS	1434	pepD_7	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
JJDPLKEN_17195	CDS	825				hypothetical protein
JJDPLKEN_17196	CDS	1380	murF_6	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
JJDPLKEN_17197	CDS	1068	vanB_2	6.1.2.1	COG1181	Vancomycin B-type resistance protein VanB
JJDPLKEN_17198	CDS	1167	vanT_1	5.1.1.-	COG0787	Serine/alanine racemase
JJDPLKEN_17199	CDS	1047	vanT_2	5.1.1.-	COG0787	Serine/alanine racemase
JJDPLKEN_17200	CDS	1608				hypothetical protein
JJDPLKEN_17201	CDS	603				hypothetical protein
JJDPLKEN_17202	CDS	171				hypothetical protein
JJDPLKEN_17203	CDS	399				hypothetical protein
JJDPLKEN_17204	CDS	189				hypothetical protein
JJDPLKEN_17205	CDS	1275				hypothetical protein
JJDPLKEN_17206	CDS	468				hypothetical protein
JJDPLKEN_17207	CDS	837	hisJ			putative histidine-binding protein
JJDPLKEN_17208	CDS	783	yecS_2		COG0765	L-cystine transport system permease protein YecS
JJDPLKEN_17209	CDS	747	glnQ_4	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
JJDPLKEN_17210	CDS	234				hypothetical protein
JJDPLKEN_17211	CDS	837	cysQ_3	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
JJDPLKEN_17212	CDS	507				hypothetical protein
JJDPLKEN_17213	CDS	1053	cpoA_2	2.4.1.-	COG0438	Alpha-galactosylglucosyldiacylglycerol synthase
JJDPLKEN_17214	CDS	1074				hypothetical protein
JJDPLKEN_17215	CDS	1980	mshA_17	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JJDPLKEN_17216	CDS	954	yhaM_3	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
JJDPLKEN_17217	CDS	1878	licR_1		COG1762	putative licABCH operon regulator
JJDPLKEN_17218	CDS	1047	ypdE_1	3.4.11.-	COG1363	Aminopeptidase YpdE
JJDPLKEN_17219	CDS	324	chbA_1		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
JJDPLKEN_17220	CDS	333	licB_1	2.7.1.-	COG1440	Lichenan-specific phosphotransferase enzyme IIB component
JJDPLKEN_17221	CDS	1335	licC_1		COG1455	Lichenan permease IIC component
JJDPLKEN_17222	CDS	1080	ypdF_3	3.4.11.-	COG0006	Aminopeptidase YpdF
JJDPLKEN_17223	CDS	1185	patB_9	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
JJDPLKEN_17224	CDS	456				hypothetical protein
JJDPLKEN_17225	CDS	1032				hypothetical protein
JJDPLKEN_17226	CDS	465				hypothetical protein
JJDPLKEN_17227	CDS	441				hypothetical protein
JJDPLKEN_17228	CDS	1248				hypothetical protein
JJDPLKEN_17229	CDS	1302	rimO_6	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
JJDPLKEN_17230	CDS	489				hypothetical protein
JJDPLKEN_17231	CDS	504				hypothetical protein
JJDPLKEN_17232	CDS	1932				hypothetical protein
JJDPLKEN_17233	CDS	891				hypothetical protein
JJDPLKEN_17234	CDS	357	spo0A_5			Stage 0 sporulation protein A
JJDPLKEN_17235	tRNA	76				tRNA-Lys(ctt)
JJDPLKEN_17236	CDS	384				hypothetical protein
JJDPLKEN_17237	CDS	1287				hypothetical protein
JJDPLKEN_17238	CDS	561	infC_6			Translation initiation factor IF-3
JJDPLKEN_17239	CDS	195	rpmI_3		COG0291	50S ribosomal protein L35
JJDPLKEN_17240	CDS	363	rplT_5		COG0292	50S ribosomal protein L20
JJDPLKEN_17241	CDS	438				hypothetical protein
JJDPLKEN_17242	CDS	1308				hypothetical protein
JJDPLKEN_17243	CDS	1323	kbaZ_1		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
JJDPLKEN_17244	CDS	900				hypothetical protein
JJDPLKEN_17245	CDS	375	dosC	2.7.7.65		Diguanylate cyclase DosC
JJDPLKEN_17246	CDS	882				hypothetical protein
JJDPLKEN_17247	CDS	381	dfx_2	1.15.1.2	COG2033	Desulfoferrodoxin
JJDPLKEN_17248	CDS	768	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
JJDPLKEN_17249	CDS	2346	cutC_6	4.3.99.4	COG1882	Choline trimethylamine-lyase
JJDPLKEN_17250	CDS	945	csdA_2	1.97.1.-		4-hydroxyphenylacetate decarboxylase activating enzyme
JJDPLKEN_17251	CDS	678	fsaA_1	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
JJDPLKEN_17252	CDS	858	garR_5	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
JJDPLKEN_17253	CDS	894	ylbJ_3		COG3314	Sporulation integral membrane protein YlbJ
JJDPLKEN_17254	CDS	1194	fieF_4			Ferrous-iron efflux pump FieF
JJDPLKEN_17255	CDS	1485				hypothetical protein
JJDPLKEN_17256	CDS	810				hypothetical protein
JJDPLKEN_17257	CDS	780	spo0A_6			Stage 0 sporulation protein A
JJDPLKEN_17258	CDS	762		1.10.3.-	COG1496	Polyphenol oxidase
JJDPLKEN_17259	CDS	1017	hrcA_4		COG1420	Heat-inducible transcription repressor HrcA
JJDPLKEN_17260	CDS	621	grpE_6			Protein GrpE
JJDPLKEN_17261	CDS	1815	dnaK_7		COG0443	Chaperone protein DnaK
JJDPLKEN_17262	CDS	1224				hypothetical protein
JJDPLKEN_17263	CDS	1116	dnaJ_8		COG0484	Chaperone protein DnaJ
JJDPLKEN_17264	CDS	225				hypothetical protein
JJDPLKEN_17265	CDS	747				IS200/IS605 family transposase ISBth14
JJDPLKEN_17266	CDS	2334				hypothetical protein
JJDPLKEN_17267	CDS	204	yknY_15	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
JJDPLKEN_17268	CDS	531	macB_14	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
JJDPLKEN_17269	CDS	684	regX3_23		COG0745	Sensory transduction protein regX3
JJDPLKEN_17270	CDS	1230	sasA_56	2.7.-.-		Adaptive-response sensory-kinase SasA
JJDPLKEN_17271	CDS	372				hypothetical protein
JJDPLKEN_17272	CDS	273				hypothetical protein
JJDPLKEN_17273	CDS	387				hypothetical protein
JJDPLKEN_17274	CDS	921	gmuF_2	5.3.1.8	COG1482	putative mannose-6-phosphate isomerase GmuF
JJDPLKEN_17275	CDS	528				hypothetical protein
JJDPLKEN_17276	CDS	249				hypothetical protein
JJDPLKEN_17277	CDS	582				hypothetical protein
JJDPLKEN_17278	CDS	720	deoC2	4.1.2.4		Deoxyribose-phosphate aldolase 2
JJDPLKEN_17279	CDS	1695	leuA_8	2.3.3.13	COG0119	2-isopropylmalate synthase
JJDPLKEN_17280	CDS	1266	dmdA_3	4.2.1.85		2,3-dimethylmalate dehydratase large subunit
JJDPLKEN_17281	CDS	495	DmdB_3	4.2.1.85		2,3-dimethylmalate dehydratase small subunit
JJDPLKEN_17282	CDS	1080	leuB_6	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
JJDPLKEN_17283	CDS	1152	hutI_4	3.5.2.7		Imidazolonepropionase
JJDPLKEN_17284	CDS	222				hypothetical protein
JJDPLKEN_17285	CDS	897	cmpR_3		COG0583	HTH-type transcriptional activator CmpR
JJDPLKEN_17286	CDS	576				hypothetical protein
JJDPLKEN_17287	CDS	573	chrA_3			Chromate transport protein
JJDPLKEN_17288	CDS	309				hypothetical protein
JJDPLKEN_17289	CDS	1365	cca_6	2.7.7.72		CCA-adding enzyme
JJDPLKEN_17290	CDS	585				hypothetical protein
JJDPLKEN_17291	CDS	642		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
JJDPLKEN_17292	CDS	2559	clpB_3		COG0542	Chaperone protein ClpB
JJDPLKEN_17293	CDS	213				hypothetical protein
JJDPLKEN_17294	CDS	105				hypothetical protein
JJDPLKEN_17295	CDS	939				hypothetical protein
JJDPLKEN_17296	CDS	330	mtlD_1	1.1.1.17		Mannitol-1-phosphate 5-dehydrogenase
JJDPLKEN_17297	CDS	777	yaaA_5		COG3022	Peroxide stress resistance protein YaaA
JJDPLKEN_17298	CDS	750	cutC_7		COG3142	Copper homeostasis protein CutC
JJDPLKEN_17299	CDS	264				hypothetical protein
JJDPLKEN_17300	CDS	837				hypothetical protein
JJDPLKEN_17301	CDS	597	dnaJ_9			Chaperone protein DnaJ
JJDPLKEN_17302	CDS	1611				hypothetical protein
JJDPLKEN_17303	CDS	237				hypothetical protein
JJDPLKEN_17304	CDS	1206	feoB_11		COG0370	Fe(2+) transporter FeoB
JJDPLKEN_17305	CDS	867	feoB_12		COG0370	Fe(2+) transporter FeoB
JJDPLKEN_17306	CDS	183				hypothetical protein
JJDPLKEN_17307	CDS	513	yrdA_3		COG0663	Protein YrdA
JJDPLKEN_17308	CDS	705				hypothetical protein
JJDPLKEN_17309	CDS	984				hypothetical protein
JJDPLKEN_17310	CDS	885	cysK_2	2.5.1.47		Cysteine synthase
JJDPLKEN_17311	CDS	540	cysE_4	2.3.1.30	COG1045	Serine acetyltransferase
JJDPLKEN_17312	CDS	252				hypothetical protein
JJDPLKEN_17313	CDS	339				hypothetical protein
JJDPLKEN_17314	CDS	735				hypothetical protein
JJDPLKEN_17315	CDS	711	ecsA_4		COG1131	ABC-type transporter ATP-binding protein EcsA
JJDPLKEN_17316	CDS	1587				hypothetical protein
JJDPLKEN_17317	CDS	1266				hypothetical protein
JJDPLKEN_17318	CDS	465				hypothetical protein
JJDPLKEN_17319	CDS	2274	btuD_51	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JJDPLKEN_17320	CDS	1866			COG1132	putative ABC transporter ATP-binding protein
JJDPLKEN_17321	CDS	561				hypothetical protein
JJDPLKEN_17322	CDS	1647				hypothetical protein
JJDPLKEN_17323	CDS	726	natA_4	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
JJDPLKEN_17324	CDS	651	sdpI_2		COG5658	Immunity protein SdpI
JJDPLKEN_17325	CDS	270	sdpR_2		COG0640	Transcriptional repressor SdpR
JJDPLKEN_17326	CDS	774	srtB_7	3.4.22.-	COG4509	Sortase B
JJDPLKEN_17327	CDS	717				hypothetical protein
JJDPLKEN_17328	CDS	1158	ftsW_7	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
JJDPLKEN_17329	CDS	1074	murG_6	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
JJDPLKEN_17330	CDS	903	murB_5	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
JJDPLKEN_17331	CDS	780	divIB_1			Cell division protein DivIB
JJDPLKEN_17332	CDS	360				putative protein
JJDPLKEN_17333	CDS	1632				putative protein
JJDPLKEN_17334	CDS	1167	adh2_8	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
JJDPLKEN_17335	CDS	861				hypothetical protein
JJDPLKEN_17336	CDS	900	hdfR_5			HTH-type transcriptional regulator HdfR
JJDPLKEN_17337	CDS	225				hypothetical protein
JJDPLKEN_17338	CDS	360				hypothetical protein
JJDPLKEN_17339	CDS	237				hypothetical protein
JJDPLKEN_17340	CDS	546	azoR_2	1.7.1.17		FMN-dependent NADH-azoreductase
JJDPLKEN_17341	CDS	168				hypothetical protein
JJDPLKEN_17342	CDS	444	patB_10	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
JJDPLKEN_17343	CDS	3078	btuD_52	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JJDPLKEN_17344	CDS	5295				hypothetical protein
JJDPLKEN_17345	CDS	819				hypothetical protein
JJDPLKEN_17346	CDS	1287		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
JJDPLKEN_17347	CDS	180				hypothetical protein
JJDPLKEN_17348	CDS	414				hypothetical protein
JJDPLKEN_17349	CDS	342				hypothetical protein
JJDPLKEN_17350	CDS	549				hypothetical protein
JJDPLKEN_17351	CDS	420			COG0716	Flavodoxin
JJDPLKEN_17352	CDS	213				hypothetical protein
JJDPLKEN_17353	CDS	219				hypothetical protein
JJDPLKEN_17354	CDS	2148	feoB_13		COG0370	Fe(2+) transporter FeoB
JJDPLKEN_17355	CDS	171				hypothetical protein
JJDPLKEN_17356	CDS	192				hypothetical protein
JJDPLKEN_17357	CDS	1452				hypothetical protein
JJDPLKEN_17358	CDS	981	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
JJDPLKEN_17359	CDS	819	sorA_1		COG3715	PTS system sorbose-specific EIIC component
JJDPLKEN_17360	CDS	915	manZ_1		COG3716	PTS system mannose-specific EIID component
JJDPLKEN_17361	CDS	396				hypothetical protein
JJDPLKEN_17362	CDS	1617	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
JJDPLKEN_17363	CDS	855	glcT_1		COG3711	PtsGHI operon antiterminator
JJDPLKEN_17364	CDS	618				hypothetical protein
JJDPLKEN_17365	CDS	510				hypothetical protein
JJDPLKEN_17366	CDS	657	artQ_3		COG0765	Arginine transport system permease protein ArtQ
JJDPLKEN_17367	CDS	726	artM_4		COG1126	Arginine transport ATP-binding protein ArtM
JJDPLKEN_17368	CDS	780	artP_1		COG0834	Arginine-binding extracellular protein ArtP
JJDPLKEN_17369	CDS	1452				hypothetical protein
JJDPLKEN_17370	CDS	399				hypothetical protein
JJDPLKEN_17371	CDS	741				hypothetical protein
JJDPLKEN_17372	CDS	546	csh_2	3.13.1.5		Carbon disulfide hydrolase
JJDPLKEN_17373	CDS	699	RBKS_8	2.7.1.15		Ribokinase
JJDPLKEN_17374	CDS	861	ypbG_3		COG1408	putative protein YpbG
JJDPLKEN_17375	CDS	1827	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
JJDPLKEN_17376	CDS	1464	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
JJDPLKEN_17377	CDS	831	licT_1		COG3711	Transcription antiterminator LicT
JJDPLKEN_17378	CDS	723	yurK_1		COG2188	putative HTH-type transcriptional regulator YurK
JJDPLKEN_17379	CDS	417	sorF_1		COG2893	PTS system sorbose-specific EIIA component
JJDPLKEN_17380	CDS	738				hypothetical protein
JJDPLKEN_17381	CDS	474	levE_1	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
JJDPLKEN_17382	CDS	774	sorC_1		COG3715	PTS system sorbose-specific EIIC component
JJDPLKEN_17383	CDS	822	manZ_2		COG3716	PTS system mannose-specific EIID component
JJDPLKEN_17384	CDS	1233	rlmI_5	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
JJDPLKEN_17385	CDS	963				hypothetical protein
JJDPLKEN_17386	CDS	429				hypothetical protein
JJDPLKEN_17387	CDS	384				hypothetical protein
JJDPLKEN_17388	CDS	888	pyrB_6	2.1.3.2	COG0540	Aspartate carbamoyltransferase
JJDPLKEN_17389	CDS	1293	pyrC_6	3.5.2.3	COG0044	Dihydroorotase
JJDPLKEN_17390	CDS	1080	carA_6	6.3.5.5		Carbamoyl-phosphate synthase small chain
JJDPLKEN_17391	CDS	3216	carB_9	6.3.5.5		Carbamoyl-phosphate synthase large chain
JJDPLKEN_17392	CDS	747	pyrK_6		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
JJDPLKEN_17393	CDS	909	pyrD_7	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
JJDPLKEN_17394	CDS	702	pyrF_7	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
JJDPLKEN_17395	CDS	639	pyrE_7	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
JJDPLKEN_17396	CDS	1089	carA_7	6.3.5.5		Carbamoyl-phosphate synthase small chain
JJDPLKEN_17397	CDS	3219	carB_10	6.3.5.5		Carbamoyl-phosphate synthase large chain
JJDPLKEN_17398	CDS	750	ribX_4			Riboflavin transport system permease protein RibX
JJDPLKEN_17399	CDS	1008	ribY		COG0715	Riboflavin-binding protein RibY
JJDPLKEN_17400	CDS	768	ribX_5			Riboflavin transport system permease protein RibX
JJDPLKEN_17401	CDS	753	nrtD_1	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
JJDPLKEN_17402	CDS	1191				hypothetical protein
JJDPLKEN_17403	CDS	1230	naiP_2			Putative niacin/nicotinamide transporter NaiP
JJDPLKEN_17404	CDS	762	udp_2	2.4.2.3	COG2820	Uridine phosphorylase
JJDPLKEN_17405	CDS	630		1.1.1.393	COG1028	3-beta-hydroxycholanate 3-dehydrogenase (NADP(+))
JJDPLKEN_17406	CDS	186				hypothetical protein
JJDPLKEN_17407	CDS	2256	pflB_6	2.3.1.54		Formate acetyltransferase
JJDPLKEN_17408	CDS	741	pflA_6	1.97.1.4		Pyruvate formate-lyase-activating enzyme
JJDPLKEN_17409	CDS	888	fda_3	4.1.2.13		Fructose-bisphosphate aldolase class 1
JJDPLKEN_17410	CDS	675				hypothetical protein
JJDPLKEN_17411	CDS	351				hypothetical protein
JJDPLKEN_17412	CDS	972	pta_3	2.3.1.8	COG0280	Phosphate acetyltransferase
JJDPLKEN_17413	CDS	873	gltR_1		COG0583	HTH-type transcriptional regulator GltR
JJDPLKEN_17414	CDS	1275				hypothetical protein
JJDPLKEN_17415	CDS	1056				hypothetical protein
JJDPLKEN_17416	CDS	951	hpr_10	1.1.1.81	COG1052	Hydroxypyruvate reductase
JJDPLKEN_17417	CDS	933	murB_6	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
JJDPLKEN_17418	CDS	795				hypothetical protein
JJDPLKEN_17419	CDS	135				hypothetical protein
JJDPLKEN_17420	CDS	681				hypothetical protein
JJDPLKEN_17421	CDS	1386				hypothetical protein
JJDPLKEN_17422	CDS	120				hypothetical protein
JJDPLKEN_17423	CDS	918				hypothetical protein
JJDPLKEN_17424	CDS	1032	epsF_5		COG1459	Type II secretion system protein F
JJDPLKEN_17425	CDS	315				hypothetical protein
JJDPLKEN_17426	CDS	462				hypothetical protein
JJDPLKEN_17427	CDS	402				hypothetical protein
JJDPLKEN_17428	CDS	423				hypothetical protein
JJDPLKEN_17429	CDS	222				hypothetical protein
JJDPLKEN_17430	CDS	681	pilT_6		COG2805	Twitching mobility protein
JJDPLKEN_17431	CDS	1710	ohyA_1	4.2.1.53		Oleate hydratase
JJDPLKEN_17432	CDS	396				hypothetical protein
JJDPLKEN_17433	tRNA	74				tRNA-Gly(tcc)
JJDPLKEN_17434	CDS	678				putative protein
JJDPLKEN_17435	CDS	951		1.1.1.384		dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose 3-reductase
JJDPLKEN_17436	CDS	1266		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
JJDPLKEN_17437	CDS	954	metAA_5	2.3.1.31	COG1897	Homoserine O-acetyltransferase
JJDPLKEN_17438	CDS	90				hypothetical protein
JJDPLKEN_17439	CDS	195				hypothetical protein
JJDPLKEN_17440	CDS	936				hypothetical protein
JJDPLKEN_17441	CDS	246				hypothetical protein
JJDPLKEN_17442	CDS	2115	feoB_14		COG0370	Fe(2+) transporter FeoB
