locus_tag	ftype	length_bp	gene	EC_number	COG	product
KAAOPJAA_24256	CDS	924	phnPP_5	3.1.4.57	COG0613	Phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase
KAAOPJAA_24257	CDS	1197				hypothetical protein
KAAOPJAA_24258	CDS	957	rhaR_60			HTH-type transcriptional activator RhaR
KAAOPJAA_24259	CDS	246				hypothetical protein
KAAOPJAA_24260	CDS	231				hypothetical protein
KAAOPJAA_24261	CDS	162				hypothetical protein
KAAOPJAA_24262	CDS	987	iolC_6	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
KAAOPJAA_24263	CDS	813	griI_2	4.1.2.56	COG1830	2-amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate synthase
KAAOPJAA_24264	CDS	1317	dctM_10		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
KAAOPJAA_24265	CDS	558				hypothetical protein
KAAOPJAA_24266	CDS	1059				hypothetical protein
KAAOPJAA_24267	CDS	768	glcR_3		COG1349	HTH-type transcriptional repressor GlcR
KAAOPJAA_24268	CDS	228				hypothetical protein
KAAOPJAA_24269	CDS	474				hypothetical protein
KAAOPJAA_24270	CDS	213				hypothetical protein
KAAOPJAA_24271	CDS	2631	ppdK_6	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
KAAOPJAA_24272	CDS	690	srrA_16		COG0745	Transcriptional regulatory protein SrrA
KAAOPJAA_24273	CDS	1521	sasA_78	2.7.-.-		Adaptive-response sensory-kinase SasA
KAAOPJAA_24274	CDS	615				hypothetical protein
KAAOPJAA_24275	CDS	891	psd_4	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
KAAOPJAA_24276	CDS	1389	glyQS_7	6.1.1.14		Glycine--tRNA ligase
KAAOPJAA_24277	CDS	696				hypothetical protein
KAAOPJAA_24278	CDS	651	recO_7		COG1381	DNA repair protein RecO
KAAOPJAA_24279	CDS	912	era_6		COG1159	GTPase Era
KAAOPJAA_24280	CDS	2970				hypothetical protein
KAAOPJAA_24281	CDS	828				hypothetical protein
KAAOPJAA_24282	CDS	1236				hypothetical protein
KAAOPJAA_24283	CDS	660	trmR_4	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
KAAOPJAA_24284	CDS	711	mltG_6	4.2.2.-		Endolytic murein transglycosylase
KAAOPJAA_24285	CDS	2112	rnj_2	3.1.-.-		Ribonuclease J
KAAOPJAA_24286	CDS	285				hypothetical protein
KAAOPJAA_24287	CDS	426	yrrK_3	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
KAAOPJAA_24288	CDS	261				hypothetical protein
KAAOPJAA_24289	CDS	1362	mtaB_5	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
KAAOPJAA_24290	CDS	234				hypothetical protein
KAAOPJAA_24291	CDS	1185	thiI_4	2.8.1.4	COG0301	putative tRNA sulfurtransferase
KAAOPJAA_24292	CDS	1155	iscS_8	2.8.1.7	COG1104	Cysteine desulfurase IscS
KAAOPJAA_24293	CDS	750	rsmE_7	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
KAAOPJAA_24294	CDS	957	prmA_3	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
KAAOPJAA_24295	CDS	756	yfcA_2		COG0730	putative membrane transporter protein YfcA
KAAOPJAA_24296	CDS	735				hypothetical protein
KAAOPJAA_24297	CDS	1725			COG1132	putative ABC transporter ATP-binding protein
KAAOPJAA_24298	CDS	1896			COG1132	putative ABC transporter ATP-binding protein
KAAOPJAA_24299	CDS	456				hypothetical protein
KAAOPJAA_24300	CDS	897	pdxB_4	1.1.1.290		Erythronate-4-phosphate dehydrogenase
KAAOPJAA_24301	CDS	786	nadX_2	1.4.1.21		L-aspartate dehydrogenase
KAAOPJAA_24302	CDS	1191				hypothetical protein
KAAOPJAA_24303	CDS	321				hypothetical protein
KAAOPJAA_24304	CDS	144				hypothetical protein
KAAOPJAA_24305	CDS	480				hypothetical protein
KAAOPJAA_24306	CDS	417	yjdF_5			putative protein YjdF
KAAOPJAA_24307	CDS	864	dpnB	3.1.21.4		Type-2 restriction enzyme DpnII
KAAOPJAA_24308	CDS	798	dpnA_2	2.1.1.72		Modification methylase DpnIIB
KAAOPJAA_24309	CDS	828	dpnM_2	2.1.1.72		Modification methylase DpnIIA
KAAOPJAA_24310	CDS	822				hypothetical protein
KAAOPJAA_24311	CDS	996	splB_2	4.1.99.14	COG1533	Spore photoproduct lyase
KAAOPJAA_24312	CDS	1221	nagC_7		COG1940	N-acetylglucosamine repressor
KAAOPJAA_24313	CDS	1338				hypothetical protein
KAAOPJAA_24314	CDS	1458				ISNCY family transposase ISCb1
KAAOPJAA_24315	CDS	1545				hypothetical protein
KAAOPJAA_24316	CDS	468				hypothetical protein
KAAOPJAA_24317	CDS	1077				hypothetical protein
KAAOPJAA_24318	CDS	132				hypothetical protein
KAAOPJAA_24319	CDS	759				hypothetical protein
KAAOPJAA_24320	CDS	2010	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
KAAOPJAA_24321	CDS	666				hypothetical protein
KAAOPJAA_24322	CDS	858	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
KAAOPJAA_24323	CDS	687	tal_6	2.2.1.2	COG0176	Transaldolase
KAAOPJAA_24324	CDS	1905	recQ_7	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
KAAOPJAA_24325	CDS	837	pdaA_3	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaA
KAAOPJAA_24326	CDS	357	mgsR_5		COG1393	Regulatory protein MgsR
KAAOPJAA_24327	CDS	1464				hypothetical protein
KAAOPJAA_24328	CDS	1005				hypothetical protein
KAAOPJAA_24329	CDS	636				hypothetical protein
KAAOPJAA_24330	CDS	540				hypothetical protein
KAAOPJAA_24331	CDS	687				hypothetical protein
KAAOPJAA_24332	CDS	309				hypothetical protein
KAAOPJAA_24333	CDS	2211	topB_16	5.6.2.1	COG0550	DNA topoisomerase 3
KAAOPJAA_24334	CDS	516				hypothetical protein
KAAOPJAA_24335	CDS	1785				hypothetical protein
KAAOPJAA_24336	CDS	921				hypothetical protein
KAAOPJAA_24337	CDS	405				hypothetical protein
KAAOPJAA_24338	CDS	399				hypothetical protein
KAAOPJAA_24339	CDS	222				hypothetical protein
KAAOPJAA_24340	CDS	672	rhaS_62			HTH-type transcriptional activator RhaS
KAAOPJAA_24341	CDS	768				hypothetical protein
KAAOPJAA_24342	CDS	1746	glcB_2		COG2190	PTS system glucoside-specific EIICBA component
KAAOPJAA_24343	CDS	435				hypothetical protein
KAAOPJAA_24344	CDS	228				hypothetical protein
KAAOPJAA_24345	CDS	849				hypothetical protein
KAAOPJAA_24346	CDS	378				hypothetical protein
KAAOPJAA_24347	CDS	372				hypothetical protein
KAAOPJAA_24348	CDS	369				hypothetical protein
KAAOPJAA_24349	CDS	1944	mutS2_6	3.1.-.-		Endonuclease MutS2
KAAOPJAA_24350	CDS	1356				hypothetical protein
KAAOPJAA_24351	CDS	513	ftn_3	1.16.3.2	COG1528	Bacterial non-heme ferritin
KAAOPJAA_24352	CDS	186				hypothetical protein
KAAOPJAA_24353	CDS	666	lacA_7	2.3.1.18	COG0110	Galactoside O-acetyltransferase
KAAOPJAA_24354	CDS	258				hypothetical protein
KAAOPJAA_24355	CDS	756				hypothetical protein
KAAOPJAA_24356	CDS	999				hypothetical protein
KAAOPJAA_24357	CDS	1041	ysdC_11	3.4.11.-	COG1363	Putative aminopeptidase YsdC
KAAOPJAA_24358	CDS	1494	ypwA_2	3.4.17.19	COG2317	Carboxypeptidase 1
KAAOPJAA_24359	CDS	909				hypothetical protein
KAAOPJAA_24360	CDS	1371		4.2.1.-	COG4948	D-galactonate dehydratase family member
KAAOPJAA_24361	CDS	840	ycjP_4		COG0395	Inner membrane ABC transporter permease protein YcjP
KAAOPJAA_24362	CDS	915	ycjO_1		COG1175	Inner membrane ABC transporter permease protein YcjO
KAAOPJAA_24363	CDS	1362				hypothetical protein
KAAOPJAA_24364	CDS	1062	ccpA_9		COG1609	Catabolite control protein A
KAAOPJAA_24365	CDS	708				hypothetical protein
KAAOPJAA_24366	CDS	843	araQ_46		COG0395	L-arabinose transport system permease protein AraQ
KAAOPJAA_24367	CDS	1335				IS110 family transposase ISDha10
KAAOPJAA_24368	CDS	888	araP_7		COG1175	L-arabinose transport system permease protein AraP
KAAOPJAA_24369	CDS	1302				hypothetical protein
KAAOPJAA_24370	CDS	1794				hypothetical protein
KAAOPJAA_24371	CDS	975	cytR_12		COG1609	HTH-type transcriptional repressor CytR
KAAOPJAA_24372	CDS	1356				Nucleobase transporter PlUacP
KAAOPJAA_24373	CDS	2538	norV_4			Anaerobic nitric oxide reductase flavorubredoxin
KAAOPJAA_24374	CDS	177				hypothetical protein
KAAOPJAA_24375	CDS	915				hypothetical protein
KAAOPJAA_24376	CDS	1035	iolG_43	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
KAAOPJAA_24377	CDS	963	rbsC_6		COG1172	Ribose import permease protein RbsC
KAAOPJAA_24378	CDS	1482	araG_1	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
KAAOPJAA_24379	CDS	1107				hypothetical protein
KAAOPJAA_24380	CDS	843		5.1.3.31	COG1082	D-tagatose 3-epimerase
KAAOPJAA_24381	CDS	1017	cytR_13		COG1609	HTH-type transcriptional repressor CytR
KAAOPJAA_24382	CDS	765	glvR_3		COG1737	HTH-type transcriptional regulator GlvR
KAAOPJAA_24383	CDS	1392				hypothetical protein
KAAOPJAA_24384	CDS	1329			COG3385	IS4 family transposase IS1675
KAAOPJAA_24385	CDS	1266	amaB_4	3.5.1.87		N-carbamoyl-L-amino acid hydrolase
KAAOPJAA_24386	CDS	1581	malX_5		COG1263	PTS system maltose-specific EIICB component
KAAOPJAA_24387	CDS	1113				hypothetical protein
KAAOPJAA_24388	CDS	210				hypothetical protein
KAAOPJAA_24389	CDS	453	ndx1_2	3.6.1.61	COG0494	Diadenosine hexaphosphate hydrolase
KAAOPJAA_24390	CDS	2367	xdhA_6	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
KAAOPJAA_24391	CDS	459	coxS	1.2.5.3		Carbon monoxide dehydrogenase small chain
KAAOPJAA_24392	CDS	795				hypothetical protein
KAAOPJAA_24393	CDS	213				hypothetical protein
KAAOPJAA_24394	CDS	930				hypothetical protein
KAAOPJAA_24395	CDS	630	gbuA_2	3.5.3.7	COG0010	Guanidinobutyrase
KAAOPJAA_24396	CDS	351				hypothetical protein
KAAOPJAA_24397	CDS	315				hypothetical protein
KAAOPJAA_24398	CDS	1446	pbpA_3		COG0768	Penicillin-binding protein A
KAAOPJAA_24399	CDS	1356	mrdB_8	2.4.1.129		Peptidoglycan glycosyltransferase MrdB
KAAOPJAA_24400	CDS	2397				hypothetical protein
KAAOPJAA_24401	CDS	867				hypothetical protein
KAAOPJAA_24402	CDS	993	ruvB_11	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
KAAOPJAA_24403	CDS	630	ruvA_7	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
KAAOPJAA_24404	CDS	1107				hypothetical protein
KAAOPJAA_24405	CDS	264				hypothetical protein
KAAOPJAA_24406	CDS	885	xerD_29			Tyrosine recombinase XerD
KAAOPJAA_24407	CDS	153				hypothetical protein
KAAOPJAA_24408	CDS	864				hypothetical protein
KAAOPJAA_24409	CDS	543				hypothetical protein
KAAOPJAA_24410	CDS	597	nudF_3	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
KAAOPJAA_24411	CDS	798	proC_8	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
KAAOPJAA_24412	CDS	1269	lysA_8	4.1.1.20	COG0019	Diaminopimelate decarboxylase
KAAOPJAA_24413	CDS	1437	pyk_8	2.7.1.40		Pyruvate kinase
KAAOPJAA_24414	CDS	831				hypothetical protein
KAAOPJAA_24415	CDS	942	corA_4		COG0598	Cobalt/magnesium transport protein CorA
KAAOPJAA_24416	CDS	1872				hypothetical protein
KAAOPJAA_24417	CDS	4332				hypothetical protein
KAAOPJAA_24418	CDS	1779	ade_6	3.5.4.2	COG1001	Adenine deaminase
KAAOPJAA_24419	CDS	1332	pbuO_3		COG2252	Guanine/hypoxanthine permease PbuO
KAAOPJAA_24420	CDS	1239	amaB_5	3.5.1.87		N-carbamoyl-L-amino acid hydrolase
KAAOPJAA_24421	CDS	108				hypothetical protein
KAAOPJAA_24422	CDS	114				hypothetical protein
KAAOPJAA_24423	CDS	903			COG1305	putative protein
KAAOPJAA_24424	CDS	1068				IS110 family transposase ISAzo28
KAAOPJAA_24425	CDS	1275	acr3_1		COG0798	Arsenical-resistance protein Acr3
KAAOPJAA_24426	CDS	1737	arsA_1	7.3.2.7		Arsenical pump-driving ATPase
KAAOPJAA_24427	CDS	510				hypothetical protein
KAAOPJAA_24428	CDS	318				hypothetical protein
KAAOPJAA_24429	CDS	486	tadA_9	3.5.4.33		tRNA-specific adenosine deaminase
KAAOPJAA_24430	CDS	1293	codB_1		COG1457	Cytosine permease
KAAOPJAA_24431	CDS	165				hypothetical protein
KAAOPJAA_24432	CDS	798	fadR_3			Fatty acid metabolism regulator protein
KAAOPJAA_24433	CDS	279				hypothetical protein
KAAOPJAA_24434	CDS	1902	norR_8			Anaerobic nitric oxide reductase transcription regulator NorR
KAAOPJAA_24435	CDS	960	hpr_14	1.1.1.81	COG1052	Hydroxypyruvate reductase
KAAOPJAA_24436	CDS	903				hypothetical protein
KAAOPJAA_24437	CDS	936	aptB_17	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
KAAOPJAA_24438	CDS	828	aptA_18	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
KAAOPJAA_24439	CDS	660				hypothetical protein
KAAOPJAA_24440	CDS	942	iolO_2	5.1.3.-	COG1082	5-keto-L-gluconate epimerase
KAAOPJAA_24441	CDS	726	lutR_3		COG2186	HTH-type transcriptional regulator LutR
KAAOPJAA_24442	CDS	960	ghrB_3	1.1.1.81		Glyoxylate/hydroxypyruvate reductase B
KAAOPJAA_24443	CDS	1485				hypothetical protein
KAAOPJAA_24444	CDS	456				hypothetical protein
KAAOPJAA_24445	CDS	1116				hypothetical protein
KAAOPJAA_24446	CDS	945				hypothetical protein
KAAOPJAA_24447	CDS	993				hypothetical protein
KAAOPJAA_24448	CDS	1506				hypothetical protein
KAAOPJAA_24449	CDS	450				hypothetical protein
KAAOPJAA_24450	CDS	1017	pdxA2_3	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
KAAOPJAA_24451	CDS	1986	norR_9			Anaerobic nitric oxide reductase transcription regulator NorR
KAAOPJAA_24452	CDS	1029	kdgT_1			2-keto-3-deoxygluconate permease
KAAOPJAA_24453	CDS	1176	hutI_6	3.5.2.7		Imidazolonepropionase
KAAOPJAA_24454	CDS	891				hypothetical protein
KAAOPJAA_24455	CDS	1146	glxK_2	2.7.1.31	COG1929	Glycerate 3-kinase
KAAOPJAA_24456	CDS	1161	cdaR_5		COG3835	Carbohydrate diacid regulator
KAAOPJAA_24457	CDS	1248	glyA_6	2.1.2.1		Serine hydroxymethyltransferase
KAAOPJAA_24458	CDS	360				hypothetical protein
KAAOPJAA_24459	CDS	1731	recJ_5	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
KAAOPJAA_24460	CDS	1359	brnQ_3		COG1114	Branched-chain amino acid transport system 2 carrier protein
KAAOPJAA_24461	tRNA	76				tRNA-Arg(acg)
KAAOPJAA_24462	CDS	312				hypothetical protein
KAAOPJAA_24463	CDS	1293	gltP_1		COG1301	Proton/glutamate-aspartate symporter
KAAOPJAA_24464	CDS	894	rmlD_6	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
KAAOPJAA_24465	CDS	744		2.4.2.-	COG2071	Putative glutamine amidotransferase
KAAOPJAA_24466	CDS	1089	ysdC_12	3.4.11.-	COG1363	Putative aminopeptidase YsdC
KAAOPJAA_24467	CDS	801	dppA_2	3.4.11.-	COG2362	D-aminopeptidase
KAAOPJAA_24468	CDS	993	oppF_10		COG4608	Oligopeptide transport ATP-binding protein OppF
KAAOPJAA_24469	CDS	996	oppD_13		COG0444	Oligopeptide transport ATP-binding protein OppD
KAAOPJAA_24470	CDS	879	gsiD_6		COG1173	Glutathione transport system permease protein GsiD
KAAOPJAA_24471	CDS	921	gsiC_4		COG0601	Glutathione transport system permease protein GsiC
KAAOPJAA_24472	CDS	1686	gsiB_2		COG0747	Glutathione-binding protein GsiB
KAAOPJAA_24473	CDS	2112	norR_10			Anaerobic nitric oxide reductase transcription regulator NorR
KAAOPJAA_24474	CDS	1068	bapA	3.4.11.25		Beta-peptidyl aminopeptidase BapA
KAAOPJAA_24475	tRNA	74				tRNA-Gln(ttg)
KAAOPJAA_24476	tRNA	75				tRNA-His(gtg)
KAAOPJAA_24477	tRNA	76				tRNA-Arg(tct)
KAAOPJAA_24478	CDS	1041			COG2826	IS30 family transposase ISCth2
KAAOPJAA_24479	CDS	714				hypothetical protein
KAAOPJAA_24480	CDS	147				hypothetical protein
KAAOPJAA_24481	CDS	252				hypothetical protein
KAAOPJAA_24482	CDS	225				hypothetical protein
KAAOPJAA_24483	CDS	315				hypothetical protein
KAAOPJAA_24484	CDS	597				hypothetical protein
KAAOPJAA_24485	CDS	1698				hypothetical protein
KAAOPJAA_24486	CDS	387				hypothetical protein
KAAOPJAA_24487	CDS	426				hypothetical protein
KAAOPJAA_24488	CDS	1158				hypothetical protein
KAAOPJAA_24489	CDS	414				hypothetical protein
KAAOPJAA_24490	CDS	1068				hypothetical protein
KAAOPJAA_24491	CDS	351				hypothetical protein
KAAOPJAA_24492	CDS	159				hypothetical protein
KAAOPJAA_24493	CDS	498				hypothetical protein
KAAOPJAA_24494	CDS	312				hypothetical protein
KAAOPJAA_24495	CDS	1029				hypothetical protein
KAAOPJAA_24496	CDS	1149				hypothetical protein
KAAOPJAA_24497	CDS	327				hypothetical protein
KAAOPJAA_24498	CDS	402				hypothetical protein
KAAOPJAA_24499	CDS	351				hypothetical protein
KAAOPJAA_24500	CDS	1299				hypothetical protein
KAAOPJAA_24501	CDS	216				hypothetical protein
KAAOPJAA_24502	CDS	3762				hypothetical protein
KAAOPJAA_24503	CDS	399				hypothetical protein
KAAOPJAA_24504	CDS	519				hypothetical protein
KAAOPJAA_24505	CDS	1428				hypothetical protein
KAAOPJAA_24506	CDS	384				hypothetical protein
KAAOPJAA_24507	CDS	492				hypothetical protein
KAAOPJAA_24508	CDS	561				hypothetical protein
KAAOPJAA_24509	CDS	345				hypothetical protein
KAAOPJAA_24510	CDS	1059				hypothetical protein
KAAOPJAA_24511	CDS	333				hypothetical protein
KAAOPJAA_24512	CDS	1179	clpP_12	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
KAAOPJAA_24513	CDS	1578				hypothetical protein
KAAOPJAA_24514	CDS	237				hypothetical protein
KAAOPJAA_24515	CDS	1851				hypothetical protein
KAAOPJAA_24516	CDS	483				hypothetical protein
KAAOPJAA_24517	CDS	810				hypothetical protein
KAAOPJAA_24518	CDS	489				hypothetical protein
KAAOPJAA_24519	CDS	156				hypothetical protein
KAAOPJAA_24520	CDS	1416				hypothetical protein
KAAOPJAA_24521	CDS	804	parA_3			Chromosome partitioning protein ParA
KAAOPJAA_24522	CDS	315				hypothetical protein
KAAOPJAA_24523	CDS	249				hypothetical protein
KAAOPJAA_24524	CDS	180				hypothetical protein
KAAOPJAA_24525	CDS	198				hypothetical protein
KAAOPJAA_24526	CDS	537				hypothetical protein
KAAOPJAA_24527	CDS	249				hypothetical protein
KAAOPJAA_24528	CDS	309				hypothetical protein
KAAOPJAA_24529	CDS	564				hypothetical protein
KAAOPJAA_24530	CDS	582				hypothetical protein
KAAOPJAA_24531	CDS	567				hypothetical protein
KAAOPJAA_24532	CDS	354				hypothetical protein
KAAOPJAA_24533	CDS	177				hypothetical protein
KAAOPJAA_24534	CDS	285				hypothetical protein
KAAOPJAA_24535	CDS	495				hypothetical protein
KAAOPJAA_24536	CDS	531				hypothetical protein
KAAOPJAA_24537	CDS	168				hypothetical protein
KAAOPJAA_24538	CDS	576				hypothetical protein
KAAOPJAA_24539	CDS	306				hypothetical protein
KAAOPJAA_24540	CDS	312				hypothetical protein
KAAOPJAA_24541	CDS	807				hypothetical protein
KAAOPJAA_24542	CDS	948				hypothetical protein
KAAOPJAA_24543	CDS	981				hypothetical protein
KAAOPJAA_24544	CDS	1173				hypothetical protein
KAAOPJAA_24545	CDS	213				hypothetical protein
KAAOPJAA_24546	CDS	183				hypothetical protein
KAAOPJAA_24547	CDS	936	ykfA_3	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
KAAOPJAA_24548	CDS	1683	dppE_4		COG4166	Dipeptide-binding protein DppE
KAAOPJAA_24549	CDS	987	oppF_11		COG4608	Oligopeptide transport ATP-binding protein OppF
KAAOPJAA_24550	CDS	999	oppD_14		COG0444	Oligopeptide transport ATP-binding protein OppD
KAAOPJAA_24551	CDS	945	oppC_6		COG1173	Oligopeptide transport system permease protein OppC
KAAOPJAA_24552	CDS	927	oppB_6		COG0601	Oligopeptide transport system permease protein OppB
KAAOPJAA_24553	CDS	1176	alr1_5	5.1.1.1	COG0787	Alanine racemase 1
KAAOPJAA_24554	CDS	1191	scmP_6	3.5.1.-	COG1473	N-acetylcysteine deacetylase
KAAOPJAA_24555	CDS	795	dppA_3	3.4.11.-	COG2362	D-aminopeptidase
KAAOPJAA_24556	CDS	705				hypothetical protein
KAAOPJAA_24557	CDS	1005	pdxA2_4	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
KAAOPJAA_24558	CDS	954	kdgT_2			2-keto-3-deoxygluconate permease
KAAOPJAA_24559	CDS	876	garK_4	2.7.1.165	COG1929	Glycerate 2-kinase
KAAOPJAA_24560	CDS	1614				hypothetical protein
KAAOPJAA_24561	CDS	1404				hypothetical protein
KAAOPJAA_24562	CDS	363				hypothetical protein
KAAOPJAA_24563	CDS	834				hypothetical protein
KAAOPJAA_24564	CDS	1062				hypothetical protein
KAAOPJAA_24565	CDS	309				hypothetical protein
KAAOPJAA_24566	CDS	297				hypothetical protein
KAAOPJAA_24567	CDS	471				hypothetical protein
KAAOPJAA_24568	CDS	501				hypothetical protein
KAAOPJAA_24569	CDS	870		2.4.2.-		Protein ADP-ribosyltransferase
KAAOPJAA_24570	CDS	780		3.2.1.-		Protein-ADP-ribose hydrolase
KAAOPJAA_24571	CDS	618				hypothetical protein
KAAOPJAA_24572	CDS	582				hypothetical protein
KAAOPJAA_24573	CDS	1035	mftC_4	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
KAAOPJAA_24574	CDS	327	yybR_11		COG1733	putative HTH-type transcriptional regulator YybR
KAAOPJAA_24575	CDS	852		1.-.-.-	COG0656	putative oxidoreductase/MSMEI_2347
KAAOPJAA_24576	CDS	552	flr_7			Flavoredoxin
KAAOPJAA_24577	CDS	858	hdfR_9			HTH-type transcriptional regulator HdfR
KAAOPJAA_24578	CDS	252	garK_5	2.7.1.165	COG1929	Glycerate 2-kinase
KAAOPJAA_24579	CDS	243	larA_1	5.1.2.1	COG3875	Lactate racemase
KAAOPJAA_24580	CDS	1065	larA_2	5.1.2.1	COG3875	Lactate racemase
KAAOPJAA_24581	CDS	867	dtnK_1	2.7.1.219	COG3395	D-threonate kinase
KAAOPJAA_24582	CDS	159				hypothetical protein
KAAOPJAA_24583	CDS	1857	norR_11			Anaerobic nitric oxide reductase transcription regulator NorR
KAAOPJAA_24584	CDS	285	pduA_4		COG4577	Propanediol utilization protein PduA
KAAOPJAA_24585	CDS	660	pduL_5	2.3.1.222	COG4869	Phosphate propanoyltransferase
KAAOPJAA_24586	CDS	1653	adhE_9		COG1012	Aldehyde-alcohol dehydrogenase
KAAOPJAA_24587	CDS	618				hypothetical protein
KAAOPJAA_24588	CDS	675	eutQ_2		COG4766	Ethanolamine utilization protein EutQ
KAAOPJAA_24589	CDS	267	eutN		COG4576	Ethanolamine utilization protein EutN
KAAOPJAA_24590	CDS	306				hypothetical protein
KAAOPJAA_24591	CDS	843	mreB_5			Cell shape-determining protein MreB
KAAOPJAA_24592	CDS	750				hypothetical protein
KAAOPJAA_24593	CDS	1143	adhB_2	1.1.1.1		Alcohol dehydrogenase 2
KAAOPJAA_24594	CDS	453				hypothetical protein
KAAOPJAA_24595	CDS	336	pduU_3		COG4810	Propanediol utilization protein PduU
KAAOPJAA_24596	CDS	930	cutD_7	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
KAAOPJAA_24597	CDS	2562	cutC_11	4.3.99.4	COG1882	Choline trimethylamine-lyase
KAAOPJAA_24598	CDS	1386	adhE_10		COG1012	Aldehyde-alcohol dehydrogenase
KAAOPJAA_24599	CDS	309	pduA_5		COG4577	Propanediol utilization protein PduA
KAAOPJAA_24600	CDS	297	ccmK		COG4577	Carbon dioxide-concentrating mechanism protein CcmK
KAAOPJAA_24601	CDS	279				hypothetical protein
KAAOPJAA_24602	CDS	996				hypothetical protein
KAAOPJAA_24603	CDS	285	pduA_6		COG4577	Propanediol utilization protein PduA
KAAOPJAA_24604	CDS	840	bmrR_1		COG0789	Multidrug-efflux transporter 1 regulator
KAAOPJAA_24605	tRNA	72				tRNA-Gly(tcc)
KAAOPJAA_24606	tRNA	75				tRNA-Pro(tgg)
KAAOPJAA_24607	CDS	501				hypothetical protein
KAAOPJAA_24608	CDS	600	rdgB_3	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
KAAOPJAA_24609	CDS	1584				hypothetical protein
KAAOPJAA_24610	CDS	1146	rlmL_9	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
KAAOPJAA_24611	CDS	558	yfcE_3	3.1.4.-	COG0622	Phosphodiesterase YfcE
KAAOPJAA_24612	CDS	333	glpE_5	2.8.1.1		Thiosulfate sulfurtransferase GlpE
KAAOPJAA_24613	CDS	225				hypothetical protein
KAAOPJAA_24614	CDS	432				hypothetical protein
KAAOPJAA_24615	CDS	1074				hypothetical protein
KAAOPJAA_24616	CDS	270				hypothetical protein
KAAOPJAA_24617	CDS	105				hypothetical protein
KAAOPJAA_24618	CDS	1512				hypothetical protein
KAAOPJAA_24619	CDS	1923				hypothetical protein
KAAOPJAA_24620	CDS	1104	ogl	4.2.2.6	COG0823	Oligogalacturonate lyase
KAAOPJAA_24621	CDS	1206				hypothetical protein
KAAOPJAA_24622	CDS	180				hypothetical protein
KAAOPJAA_24623	CDS	843	dasC_9		COG0395	Diacetylchitobiose uptake system permease protein DasC
KAAOPJAA_24624	CDS	702	ngcF_4		COG1175	Diacetylchitobiose uptake system permease protein NgcF
KAAOPJAA_24625	CDS	138				hypothetical protein
KAAOPJAA_24626	CDS	471				hypothetical protein
KAAOPJAA_24627	CDS	198				hypothetical protein
KAAOPJAA_24628	CDS	903	aes_5	3.1.1.-		Acetyl esterase
KAAOPJAA_24629	CDS	474				hypothetical protein
KAAOPJAA_24630	CDS	1482				hypothetical protein
KAAOPJAA_24631	CDS	468				hypothetical protein
KAAOPJAA_24632	CDS	1047				hypothetical protein
KAAOPJAA_24633	CDS	1065	hdfR_10			HTH-type transcriptional regulator HdfR
KAAOPJAA_24634	CDS	852	cynR_10			HTH-type transcriptional regulator CynR
KAAOPJAA_24635	CDS	618				hypothetical protein
KAAOPJAA_24636	CDS	1296				hypothetical protein
KAAOPJAA_24637	CDS	936	lacF_29			Lactose transport system permease protein LacF
KAAOPJAA_24638	CDS	840	araQ_47		COG0395	L-arabinose transport system permease protein AraQ
