locus_tag	ftype	length_bp	gene	EC_number	COG	product
CBKIEKNK_20720	CDS	1182	mdtE_3			Multidrug resistance protein MdtE
CBKIEKNK_20721	CDS	3369	ttgB		COG0841	putative efflux pump membrane transporter TtgB
CBKIEKNK_20722	CDS	1392	oprM_6		COG1538	Outer membrane protein OprM
CBKIEKNK_20723	CDS	786	lpxA_3	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
CBKIEKNK_20724	CDS	972	manA_3	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
CBKIEKNK_20725	CDS	2019	ligA_12	6.5.1.2		DNA ligase
CBKIEKNK_20726	CDS	321	sufT_2			Fe-S protein maturation auxiliary factor SufT
CBKIEKNK_20727	CDS	816	lpxH_2	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
CBKIEKNK_20728	CDS	168				hypothetical protein
CBKIEKNK_20729	tRNA	76				tRNA-Gly(ccc)
CBKIEKNK_20730	CDS	2463	pheT_7	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
CBKIEKNK_20731	CDS	741			COG0217	putative transcriptional regulatory protein
CBKIEKNK_20732	CDS	783				hypothetical protein
CBKIEKNK_20733	CDS	3117				hypothetical protein
CBKIEKNK_20734	CDS	2211				hypothetical protein
CBKIEKNK_20735	CDS	1374	pepP_4	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
CBKIEKNK_20736	CDS	1443				hypothetical protein
CBKIEKNK_20737	CDS	1284		1.6.99.-	COG1252	NADH dehydrogenase-like protein
CBKIEKNK_20738	CDS	2034	lapB_2			Lipopolysaccharide assembly protein B
CBKIEKNK_20739	CDS	852				hypothetical protein
CBKIEKNK_20740	rRNA	1537				16S ribosomal RNA
CBKIEKNK_20741	tRNA	75				tRNA-Ala(tgc)
CBKIEKNK_20742	rRNA	2892				23S ribosomal RNA
CBKIEKNK_20743	rRNA	96				5S ribosomal RNA
CBKIEKNK_20744	CDS	936	rsgA_7	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
CBKIEKNK_20745	CDS	624	yciO_2		COG0009	putative protein YciO
CBKIEKNK_20746	CDS	936	mdh_3	1.1.1.37		Malate dehydrogenase
CBKIEKNK_20747	CDS	495	resA_21			Thiol-disulfide oxidoreductase ResA
CBKIEKNK_20748	tRNA	76				tRNA-Val(tac)
CBKIEKNK_20749	tRNA	76				tRNA-Val(tac)
CBKIEKNK_20750	tRNA	76				tRNA-Val(tac)
CBKIEKNK_20751	CDS	2826				hypothetical protein
CBKIEKNK_20752	CDS	2175	dpp5_2	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
CBKIEKNK_20753	CDS	927				hypothetical protein
CBKIEKNK_20754	CDS	1101				ISAs1 family transposase ISPg6
CBKIEKNK_20755	CDS	519				hypothetical protein
CBKIEKNK_20756	CDS	1473	sufB_2		COG0719	FeS cluster assembly protein SufB
CBKIEKNK_20757	CDS	768	sufC_5		COG0396	putative ATP-dependent transporter SufC
CBKIEKNK_20758	CDS	1344	sufD_2		COG0719	FeS cluster assembly protein SufD
CBKIEKNK_20759	CDS	1209	sufS_5	2.8.1.7	COG0520	Cysteine desulfurase
CBKIEKNK_20760	CDS	1263	aroA_7	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
CBKIEKNK_20761	CDS	456				hypothetical protein
CBKIEKNK_20762	CDS	816	mntC		COG1108	Manganese transport system membrane protein MntC
CBKIEKNK_20763	CDS	2973				hypothetical protein
CBKIEKNK_20764	CDS	1545	rssB_4			Regulator of RpoS
CBKIEKNK_20765	CDS	438	tsaE_6		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
CBKIEKNK_20766	CDS	228				hypothetical protein
CBKIEKNK_20767	CDS	738	birA_7	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
CBKIEKNK_20768	CDS	1899				hypothetical protein
CBKIEKNK_20769	CDS	2031	glgB_7	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
CBKIEKNK_20770	CDS	2133				hypothetical protein
CBKIEKNK_20771	CDS	6168				hypothetical protein
CBKIEKNK_20772	CDS	2046	metG_7	6.1.1.10	COG0073	Methionine--tRNA ligase
CBKIEKNK_20773	CDS	984	ansA_7	3.5.1.1	COG0252	L-asparaginase 1
CBKIEKNK_20774	CDS	273			COG0776	DNA-binding protein HU
CBKIEKNK_20775	CDS	1623	rng_2	3.1.26.-	COG1530	Ribonuclease G
CBKIEKNK_20776	CDS	2271	rnr_6	3.1.13.1	COG0557	Ribonuclease R
CBKIEKNK_20777	CDS	1932	gyrB_11	5.6.2.2	COG0187	DNA gyrase subunit B
CBKIEKNK_20778	CDS	1038	galE_5	5.1.3.2	COG1087	UDP-glucose 4-epimerase
CBKIEKNK_20779	CDS	1089	trpS2_5	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
CBKIEKNK_20780	CDS	435	perR_5		COG0735	Peroxide operon regulator
CBKIEKNK_20781	CDS	543	rbr_4		COG1592	Rubrerythrin
CBKIEKNK_20782	CDS	975	qmcA_2		COG0330	Protein QmcA
CBKIEKNK_20783	CDS	453				hypothetical protein
CBKIEKNK_20784	CDS	759				hypothetical protein
CBKIEKNK_20785	CDS	561				hypothetical protein
CBKIEKNK_20786	CDS	1473	gltD_6	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
CBKIEKNK_20787	CDS	1257				hypothetical protein
CBKIEKNK_20788	CDS	252				hypothetical protein
CBKIEKNK_20789	CDS	564				hypothetical protein
CBKIEKNK_20790	CDS	1572				hypothetical protein
CBKIEKNK_20791	CDS	1449				hypothetical protein
CBKIEKNK_20792	CDS	1569				hypothetical protein
CBKIEKNK_20793	CDS	3660	btuB_15			Vitamin B12 transporter BtuB
CBKIEKNK_20794	CDS	1095				hypothetical protein
CBKIEKNK_20795	CDS	1701	cpdA_13	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
CBKIEKNK_20796	CDS	1167	xerC_100			Tyrosine recombinase XerC
CBKIEKNK_20797	tRNA	72				tRNA-Gln(ttg)
CBKIEKNK_20798	CDS	1101				ISAs1 family transposase ISPg6
CBKIEKNK_20799	CDS	1674	dtpT_3		COG3104	Di-/tripeptide transporter
CBKIEKNK_20800	CDS	438	sufE_2		COG2166	Cysteine desulfuration protein SufE
CBKIEKNK_20801	CDS	975				hypothetical protein
CBKIEKNK_20802	CDS	552				hypothetical protein
CBKIEKNK_20803	CDS	1389	mltF_10	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
CBKIEKNK_20804	CDS	1167	purM_8	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
CBKIEKNK_20805	CDS	837				hypothetical protein
CBKIEKNK_20806	CDS	648	gloC_2	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
CBKIEKNK_20807	CDS	624	rsmG_7	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
CBKIEKNK_20808	CDS	1443				hypothetical protein
CBKIEKNK_20809	CDS	2169	prlC_2	3.4.24.70	COG0339	Oligopeptidase A
CBKIEKNK_20810	CDS	1359	tilS_7	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
CBKIEKNK_20811	CDS	576	proX_4		COG3760	Prolyl-tRNA editing protein ProX
CBKIEKNK_20812	CDS	1386	algC_4	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
CBKIEKNK_20813	CDS	576				hypothetical protein
CBKIEKNK_20814	CDS	1029	nrnA_6	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
CBKIEKNK_20815	CDS	540	rimM_7			Ribosome maturation factor RimM
CBKIEKNK_20816	CDS	1278	murA_1	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
CBKIEKNK_20817	CDS	594				hypothetical protein
CBKIEKNK_20818	CDS	1089	thiL_2	2.7.4.16	COG0611	Thiamine-monophosphate kinase
CBKIEKNK_20819	CDS	816	punA_5	2.4.2.1		Purine nucleoside phosphorylase 1
CBKIEKNK_20820	CDS	1125	lpxK_2	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
CBKIEKNK_20821	CDS	1779	sppA_2	3.4.21.-	COG0616	Protease 4
CBKIEKNK_20822	CDS	2283				hypothetical protein
CBKIEKNK_20823	CDS	558				hypothetical protein
CBKIEKNK_20824	CDS	837	ispE_7	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
CBKIEKNK_20825	CDS	615	grpE_7			Protein GrpE
CBKIEKNK_20826	CDS	1182	dnaJ_9		COG0484	Chaperone protein DnaJ
CBKIEKNK_20827	CDS	2019	mutL_6			DNA mismatch repair protein MutL
CBKIEKNK_20828	CDS	585				hypothetical protein
CBKIEKNK_20829	CDS	522				hypothetical protein
CBKIEKNK_20830	CDS	1215				hypothetical protein
CBKIEKNK_20831	CDS	1137	pal_3			Peptidoglycan-associated lipoprotein
CBKIEKNK_20832	CDS	2805				hypothetical protein
CBKIEKNK_20833	CDS	1428	mepA_26		COG0534	Multidrug export protein MepA
CBKIEKNK_20834	CDS	1581				hypothetical protein
CBKIEKNK_20835	CDS	1962				hypothetical protein
CBKIEKNK_20836	CDS	177				hypothetical protein
CBKIEKNK_20837	CDS	780			COG0596	putative protein
CBKIEKNK_20838	CDS	1608	murF_8	6.3.2.10		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
CBKIEKNK_20839	CDS	1197	ddl_8	6.3.2.4		D-alanine--D-alanine ligase
CBKIEKNK_20840	CDS	1152				hypothetical protein
CBKIEKNK_20841	CDS	984	mneP_1		COG0053	Manganese efflux system protein MneP
CBKIEKNK_20842	CDS	594	tsaC_3	2.7.7.87		Threonylcarbamoyl-AMP synthase
CBKIEKNK_20843	CDS	1359				hypothetical protein
CBKIEKNK_20844	CDS	1806	clcB_3			Voltage-gated ClC-type chloride channel ClcB
CBKIEKNK_20845	CDS	426				hypothetical protein
CBKIEKNK_20846	CDS	1377	mepA_27			Multidrug export protein MepA
CBKIEKNK_20847	CDS	528		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
CBKIEKNK_20848	CDS	408				hypothetical protein
CBKIEKNK_20849	CDS	876				hypothetical protein
CBKIEKNK_20850	CDS	1401	alsT_4		COG1115	Amino-acid carrier protein AlsT
CBKIEKNK_20851	CDS	4218				hypothetical protein
CBKIEKNK_20852	CDS	537	algU_7		COG1595	RNA polymerase sigma-H factor
CBKIEKNK_20853	CDS	960				hypothetical protein
CBKIEKNK_20854	CDS	1533				hypothetical protein
CBKIEKNK_20855	CDS	1875				hypothetical protein
CBKIEKNK_20856	CDS	2067				hypothetical protein
CBKIEKNK_20857	CDS	1809	uidA_1	3.2.1.31	COG3250	Beta-glucuronidase
CBKIEKNK_20858	CDS	2973				hypothetical protein
CBKIEKNK_20859	CDS	2460	nagZ_5	3.2.1.52		Beta-hexosaminidase
CBKIEKNK_20860	CDS	2469		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
CBKIEKNK_20861	CDS	663	maf_5	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
CBKIEKNK_20862	CDS	2562				hypothetical protein
CBKIEKNK_20863	CDS	525	kdsC_2	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
CBKIEKNK_20864	CDS	816				hypothetical protein
CBKIEKNK_20865	CDS	585	fbiB_3	6.3.2.34		Bifunctional F420 biosynthesis protein FbiB
CBKIEKNK_20866	CDS	1008				hypothetical protein
CBKIEKNK_20867	CDS	630	sgcG_3	1.3.99.24		2-amino-4-deoxychorismate dehydrogenase
CBKIEKNK_20868	CDS	573				hypothetical protein
CBKIEKNK_20869	CDS	2319				hypothetical protein
CBKIEKNK_20870	CDS	528				hypothetical protein
CBKIEKNK_20871	CDS	744				hypothetical protein
CBKIEKNK_20872	CDS	1728				hypothetical protein
CBKIEKNK_20873	CDS	2802	uvrA_13		COG0178	UvrABC system protein A
CBKIEKNK_20874	CDS	1446	nusB_7			Transcription antitermination protein NusB
CBKIEKNK_20875	CDS	402				hypothetical protein
CBKIEKNK_20876	CDS	996				hypothetical protein
CBKIEKNK_20877	CDS	570	coaE_7	2.7.1.24		Dephospho-CoA kinase
CBKIEKNK_20878	CDS	624				hypothetical protein
CBKIEKNK_20879	CDS	558				hypothetical protein
CBKIEKNK_20880	CDS	396				hypothetical protein
CBKIEKNK_20881	CDS	1200				IS110 family transposase ISAzo28
CBKIEKNK_20882	CDS	2202	agaA_5	3.2.1.22		Alpha-galactosidase AgaA
CBKIEKNK_20883	CDS	1779	yfkN_6		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
CBKIEKNK_20884	CDS	954	ykoT_2	2.4.-.-		putative glycosyltransferase YkoT
CBKIEKNK_20885	CDS	1482	proS_7	6.1.1.15	COG0442	Proline--tRNA ligase
CBKIEKNK_20886	CDS	156	rpmH_4		COG0230	50S ribosomal protein L34
CBKIEKNK_20887	CDS	657				hypothetical protein
CBKIEKNK_20888	CDS	432	hslR_3		COG1188	Heat shock protein 15
CBKIEKNK_20889	CDS	624	pth_7	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
CBKIEKNK_20890	CDS	645	ctc		COG1825	General stress protein CTC
CBKIEKNK_20891	CDS	609				hypothetical protein
CBKIEKNK_20892	CDS	807	loiP_2	3.4.24.-	COG0501	Metalloprotease LoiP
CBKIEKNK_20893	CDS	3219				hypothetical protein
CBKIEKNK_20894	CDS	1380				hypothetical protein
CBKIEKNK_20895	CDS	975				hypothetical protein
CBKIEKNK_20896	CDS	783				hypothetical protein
CBKIEKNK_20897	tRNA	74				tRNA-Cys(gca)
CBKIEKNK_20898	CDS	501	ybaK_6	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
CBKIEKNK_20899	CDS	1095	aroC_6	4.2.3.5	COG0082	Chorismate synthase
CBKIEKNK_20900	CDS	933				hypothetical protein
CBKIEKNK_20901	CDS	549	nudC_6	3.6.1.22		NADH pyrophosphatase
CBKIEKNK_20902	CDS	441				hypothetical protein
CBKIEKNK_20903	CDS	1059	resA_22			Thiol-disulfide oxidoreductase ResA
CBKIEKNK_20904	CDS	750				hypothetical protein
CBKIEKNK_20905	CDS	306				hypothetical protein
CBKIEKNK_20906	CDS	1305	nqrF_3	7.2.1.1	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
CBKIEKNK_20907	CDS	618	nqrE_2	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
CBKIEKNK_20908	CDS	624	nqrD_2	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
CBKIEKNK_20909	CDS	714	nqrC_2	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
CBKIEKNK_20910	CDS	1221	nqrB_2	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
CBKIEKNK_20911	CDS	1353	nqrA_2	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
CBKIEKNK_20912	CDS	1470	nhaP2_2		COG3263	K(+)/H(+) antiporter NhaP2
CBKIEKNK_20913	CDS	837	tolQ_4			Tol-Pal system protein TolQ
CBKIEKNK_20914	CDS	702				hypothetical protein
CBKIEKNK_20915	CDS	738				hypothetical protein
CBKIEKNK_20916	CDS	858				hypothetical protein
CBKIEKNK_20917	CDS	777				hypothetical protein
CBKIEKNK_20918	CDS	744	rsmI_9	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
CBKIEKNK_20919	CDS	861				hypothetical protein
CBKIEKNK_20920	CDS	765				hypothetical protein
CBKIEKNK_20921	CDS	531	sigM_2		COG1595	ECF RNA polymerase sigma factor SigM
CBKIEKNK_20922	CDS	339				hypothetical protein
CBKIEKNK_20923	CDS	747	fabG_7	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
CBKIEKNK_20924	CDS	945	fabH_5	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
CBKIEKNK_20925	CDS	645				hypothetical protein
CBKIEKNK_20926	CDS	1254	dacB_2	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
CBKIEKNK_20927	CDS	891	nagD_2	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
CBKIEKNK_20928	CDS	1203				hypothetical protein
CBKIEKNK_20929	CDS	969				hypothetical protein
CBKIEKNK_20930	CDS	657	queC_2	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
CBKIEKNK_20931	CDS	939				hypothetical protein
CBKIEKNK_20932	CDS	705				hypothetical protein
CBKIEKNK_20933	CDS	1374				hypothetical protein
CBKIEKNK_20934	CDS	2022	pulA_3	3.2.1.41	COG1523	Pullulanase
CBKIEKNK_20935	CDS	306				hypothetical protein
CBKIEKNK_20936	CDS	582				hypothetical protein
CBKIEKNK_20937	CDS	1002	hmuU_7		COG0609	Hemin transport system permease protein HmuU
CBKIEKNK_20938	CDS	741	fpuD_4	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuD
CBKIEKNK_20939	CDS	1857				hypothetical protein
CBKIEKNK_20940	CDS	834				hypothetical protein
CBKIEKNK_20941	CDS	2283	bamA_6			Outer membrane protein assembly factor BamA
CBKIEKNK_20942	CDS	666	gph_24	3.1.3.18	COG0546	Phosphoglycolate phosphatase
CBKIEKNK_20943	CDS	1683	aspT_6			Aspartate/alanine antiporter
CBKIEKNK_20944	CDS	648	vldH_2	3.1.3.101		Validoxylamine A 7'-phosphate phosphatase
CBKIEKNK_20945	CDS	747	btsR_3		COG3279	Transcriptional regulatory protein BtsR
CBKIEKNK_20946	CDS	1122				hypothetical protein
CBKIEKNK_20947	CDS	1101				ISAs1 family transposase ISPg6
CBKIEKNK_20948	CDS	1068	macB_16	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
CBKIEKNK_20949	CDS	807	yknY_15	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
CBKIEKNK_20950	CDS	1182	macA_3		COG0845	Macrolide export protein MacA
CBKIEKNK_20951	CDS	1302	bepC_2			Outer membrane efflux protein BepC
CBKIEKNK_20952	CDS	291	trxA_10			Thioredoxin
CBKIEKNK_20953	CDS	1188				hypothetical protein
CBKIEKNK_20954	CDS	786	nagB_11	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
CBKIEKNK_20955	CDS	2349				hypothetical protein
CBKIEKNK_20956	CDS	1374	ampG_4		COG0477	Anhydromuropeptide permease
CBKIEKNK_20957	CDS	957		2.4.1.320	COG2152	1,4-beta-mannosyl-N-acetylglucosamine phosphorylase
CBKIEKNK_20958	CDS	2229				hypothetical protein
CBKIEKNK_20959	CDS	3099	btuB_16			Vitamin B12 transporter BtuB
CBKIEKNK_20960	CDS	1590				hypothetical protein
CBKIEKNK_20961	CDS	1086				hypothetical protein
CBKIEKNK_20962	CDS	978				hypothetical protein
CBKIEKNK_20963	CDS	1260				hypothetical protein
CBKIEKNK_20964	CDS	708				hypothetical protein
CBKIEKNK_20965	CDS	2340		3.2.1.-		Beta-xylosidase
CBKIEKNK_20966	CDS	1296	bioA_3	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
CBKIEKNK_20967	CDS	1668		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
CBKIEKNK_20968	CDS	198				hypothetical protein
CBKIEKNK_20969	CDS	756	yjjP_3		COG2966	Inner membrane protein YjjP
CBKIEKNK_20970	CDS	495				hypothetical protein
CBKIEKNK_20971	CDS	900	cynR_6			HTH-type transcriptional regulator CynR
CBKIEKNK_20972	CDS	1722				hypothetical protein
CBKIEKNK_20973	CDS	492				hypothetical protein
CBKIEKNK_20974	tRNA	75				tRNA-Arg(acg)
CBKIEKNK_20975	tRNA	75				tRNA-Arg(acg)
CBKIEKNK_20976	tRNA	75				tRNA-Arg(acg)
CBKIEKNK_20977	CDS	1149				hypothetical protein
CBKIEKNK_20978	CDS	693				hypothetical protein
CBKIEKNK_20979	CDS	1227				hypothetical protein
CBKIEKNK_20980	CDS	1023	mltG_6	4.2.2.-		Endolytic murein transglycosylase
CBKIEKNK_20981	CDS	249				hypothetical protein
CBKIEKNK_20982	CDS	3249	carB_11	6.3.5.5		Carbamoyl-phosphate synthase large chain
CBKIEKNK_20983	CDS	1071	carA_10	6.3.5.5		Carbamoyl-phosphate synthase small chain
CBKIEKNK_20984	CDS	327				hypothetical protein
CBKIEKNK_20985	CDS	1038	lpxD_4	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
CBKIEKNK_20986	CDS	1383	lpxC_2	3.5.1.108		UDP-3-O-acyl-N-acetylglucosamine deacetylase
CBKIEKNK_20987	CDS	777	lpxA_4	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
CBKIEKNK_20988	CDS	1230				hypothetical protein
CBKIEKNK_20989	CDS	387				hypothetical protein
CBKIEKNK_20990	CDS	1392	rhlE_2	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
CBKIEKNK_20991	CDS	315				hypothetical protein
CBKIEKNK_20992	CDS	1785				hypothetical protein
CBKIEKNK_20993	CDS	1899	speA_3	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
CBKIEKNK_20994	CDS	741	truA_8	5.4.99.12	COG0101	tRNA pseudouridine synthase A
CBKIEKNK_20995	CDS	1224			COG3385	IS4 family transposase ISGme2
CBKIEKNK_20996	CDS	1596	ispG_5	1.17.7.3		4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)
CBKIEKNK_20997	CDS	507	purE_7	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
CBKIEKNK_20998	CDS	603				hypothetical protein
CBKIEKNK_20999	CDS	1518	rpoN_4		COG1508	RNA polymerase sigma-54 factor
CBKIEKNK_21000	CDS	981	fabH_6	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
CBKIEKNK_21001	CDS	186	rpmF_6			50S ribosomal protein L32
CBKIEKNK_21002	CDS	600				hypothetical protein
CBKIEKNK_21003	CDS	1173	patB_11	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
CBKIEKNK_21004	CDS	774			COG3039	IS5 family transposase IS5Sa
CBKIEKNK_21005	CDS	1428	yeeO_5		COG0534	putative FMN/FAD exporter YeeO
CBKIEKNK_21006	CDS	846				hypothetical protein
CBKIEKNK_21007	CDS	1173	cgtA_2	3.6.5.-		GTPase Obg/CgtA
CBKIEKNK_21008	CDS	2694				hypothetical protein
CBKIEKNK_21009	CDS	510				hypothetical protein
CBKIEKNK_21010	CDS	522				hypothetical protein
CBKIEKNK_21011	CDS	1725	dauA_3		COG0659	C4-dicarboxylic acid transporter DauA
CBKIEKNK_21012	CDS	351				hypothetical protein
CBKIEKNK_21013	CDS	1512				hypothetical protein
CBKIEKNK_21014	CDS	966				hypothetical protein
CBKIEKNK_21015	CDS	900				hypothetical protein
CBKIEKNK_21016	CDS	246				hypothetical protein
CBKIEKNK_21017	CDS	2694	yoaB_2	7.2.2.10	COG0474	Calcium-transporting ATPase 1
CBKIEKNK_21018	CDS	426				hypothetical protein
CBKIEKNK_21019	CDS	873	ftsX_7		COG2177	Cell division protein FtsX
CBKIEKNK_21020	CDS	309				hypothetical protein
CBKIEKNK_21021	CDS	837	uppP_7	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
CBKIEKNK_21022	CDS	720	truB_7	5.4.99.25	COG0130	tRNA pseudouridine synthase B
CBKIEKNK_21023	CDS	1053	queA_6	2.4.99.17		S-adenosylmethionine:tRNA ribosyltransferase-isomerase
CBKIEKNK_21024	CDS	600	COQ5_12	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
CBKIEKNK_21025	CDS	711	cbiO_1	3.6.3.-	COG1122	Cobalt import ATP-binding protein CbiO
CBKIEKNK_21026	CDS	798	ecfT_9			Energy-coupling factor transporter transmembrane protein EcfT
CBKIEKNK_21027	CDS	975	cbiM_1			Cobalt transport protein CbiM
CBKIEKNK_21028	CDS	2055	btuB_17			Vitamin B12 transporter BtuB
CBKIEKNK_21029	CDS	1950	btuB_18		COG4206	Vitamin B12 transporter BtuB
CBKIEKNK_21030	CDS	1404	nupG_3			Nucleoside permease NupG
CBKIEKNK_21031	CDS	465	tadA_12	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
CBKIEKNK_21032	CDS	921	rnz_4	3.1.26.11	COG1234	Ribonuclease Z
CBKIEKNK_21033	CDS	1566				hypothetical protein
CBKIEKNK_21034	CDS	1146				hypothetical protein
CBKIEKNK_21035	CDS	2436	feoB_12		COG0370	Fe(2+) transporter FeoB
CBKIEKNK_21036	CDS	585	yigZ_3		COG1739	IMPACT family member YigZ
CBKIEKNK_21037	CDS	3807	metH_6	2.1.1.13	COG0646	Methionine synthase
CBKIEKNK_21038	CDS	816	kdsA_4	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
CBKIEKNK_21039	CDS	726	rsmE_7	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
CBKIEKNK_21040	CDS	1311	nupG_4			Nucleoside permease NupG
CBKIEKNK_21041	CDS	645				hypothetical protein
CBKIEKNK_21042	CDS	1080	mnmA_8	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
CBKIEKNK_21043	CDS	507				hypothetical protein
CBKIEKNK_21044	CDS	975				hypothetical protein
CBKIEKNK_21045	CDS	2589	clpB1_2		COG0542	Chaperone protein ClpB 1
CBKIEKNK_21046	CDS	1575		3.1.6.-		Ulvan-active sulfatase
CBKIEKNK_21047	CDS	633				hypothetical protein
CBKIEKNK_21048	CDS	1374	radA_7	3.6.4.-	COG1066	DNA repair protein RadA
CBKIEKNK_21049	CDS	765	aviRb_4	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
CBKIEKNK_21050	CDS	1344				hypothetical protein
CBKIEKNK_21051	CDS	1224				hypothetical protein
CBKIEKNK_21052	CDS	915	gltX_10	6.1.1.17		Glutamate--tRNA ligase
CBKIEKNK_21053	CDS	1338	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
CBKIEKNK_21054	CDS	1128	tagO_3	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
CBKIEKNK_21055	CDS	645				hypothetical protein
CBKIEKNK_21056	CDS	1134	dnaN_7		COG0592	Beta sliding clamp
CBKIEKNK_21057	CDS	762	dinG_7	3.1.-.-		3'-5' exonuclease DinG
CBKIEKNK_21058	CDS	1209	undec1A_2	4.1.1.-		Cysteine/Cysteine sulfinic acid decarboxylase
CBKIEKNK_21059	CDS	924				hypothetical protein
CBKIEKNK_21060	CDS	1668	recN_7		COG0497	DNA repair protein RecN
CBKIEKNK_21061	CDS	759		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
CBKIEKNK_21062	CDS	2358	pcrA_7	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
CBKIEKNK_21063	CDS	1152	nspC_2	4.1.1.96		Carboxynorspermidine/carboxyspermidine decarboxylase
CBKIEKNK_21064	CDS	999				hypothetical protein
CBKIEKNK_21065	CDS	720				hypothetical protein
CBKIEKNK_21066	CDS	1752	pgcA_6	5.4.2.2		Phosphoglucomutase
CBKIEKNK_21067	CDS	678	rluD_11	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
CBKIEKNK_21068	CDS	1329	apeB_3	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
